Day,Time,Location,Focal Individual,Behaviour,Social Partners(s),Partner's response,Notes
4,4:48 PM,6,3.,Enter ,N/A,,
4,4:49 PM,6,3.,Exit,N/A,,
5,9:13 AM,10,.6,mating,7.,7. moved towards the cluster of other bugs,
5,9:22 AM,10,.3,moved within shelter,moved away from .8,N/A,
5,9:27 AM,10,7.,shaking,NA,,
5,9:31 AM,10,7.,moved within shelter,moved away from 0:,N/A,
5,9:38 AM,10,7.,moved within shelter,moved towards 0:,NA,now in contact 
5,9:39 AM,10,7.,moved within shelter,moved away from 0:,N/a,no longer in contact 
5,9:42 AM,10,1:,moved within shelter,moved away from  0.,N/a ,
5,9:45 AM,10,0:,shaking,NA,,
5,9:49 AM,10,7.,shaking ,NA,,
5,10:02 AM,10,.3,exit ,away from 5.,NA,
5,10:22 AM,1,3.,exit ,NA,,
5,10:22 AM,12,6.,moved within shelter,away from :0,NA,
5,10:24 AM,12,6.,shaking,NA ,,
5,10:27 AM,10,3.,enter,NA,,
5,10:30 AM,10,3.,moved within shelter,moved towards 0:,NA,now in contact 
5,10:31 AM,10,3.,moved within shelter,moved towards1: ,na,now in contact 
5,10:34 AM,10,3.,moved within shelter,away from 1:,NA,
5,10:35 AM,10,7.,exit ,NA,,
5,10:35 AM,10,1:,shake ,,,
5,10:35 AM,10,3.,exit ,.3,NA,now in contact 
5,10:39 AM,10,3.,enter,3.,NA,
5,10:41 AM,10,.8,moved within shelter,1:,NA,now in contact 
5,10:42 AM,10,1:,moved within shelter,0:,NA,1: no longer in contact with .8
5,10:50 AM,10 ,9.,moved within shelter,.1,NA,no longer in contact 
5,11:06 AM,11,8.,moved within shelter,N/A,,no longer with .9
5,11:09 AM,11,.9,moved within shelter,1.,Ran away and out of shelter,
5,11:10 AM,11,1.,exit 11,,,
5,11:11 AM,11,.3,moved within shelter,N/A,no longer with .6,
5,11:14 AM,9,1.,enter 9,N/A,,
5,11:15 AM,11,8.,shaking,N/A,,
5,11:15 AM,11,9.,enter 11,,,
5,11:18 AM,11,9.,move within shelter,,,
5,11:19 AM,10,.6,mount,:1,N/A,
5,11:19 AM,10,.8,mount,.6 and :1,N/A,
5,11:20 AM,10,.1,mount,.6 and :1,N/A,all the males piled on top of each other while female ran away
5,11:21 AM,10,.6,move within shelter,.1 and .8,N/A,these three are now away from the big aggregation
5,11:22 AM,10,1:,exit 10,N/A,,
5,11:23 AM,11,.9,mount,9.,ran away,
5,11:23 AM,11,.9,mount,9.,pressed against wall,
5,11:24 AM,11,1:,enter 11,N/A,,
5,11:25 AM,11,1:,shaking,N/A,,
5,11:26 AM,11,1:,exit 11,N/A,,
5,11:26 AM,11,9.,move within shelter,8.,N/A,
5,11:28 AM,9,1.,exit,N/A,,
5,11:29 AM,11,9.,exit,N/A,,
5,11:30 AM,9,1:,enter ,N/A,,
5,11:31 AM,9,1:,shaking,N/A,,
5,11:31 AM,open,3.,bump,9.,ran away and entered 9,
5,11:32 AM,7,3.,enter ,N/A,,
5,11:33 AM,9,9.,move within shelter,1:,Ran away and out of shelter,
5,11:33 AM,8,4.,mount,1.,ran away,1. was gonna enter 8 but then didn't
5,11:34 AM,8,4.,exit ,N/A,,
5,11:34 AM,7,3.,shaking,N/A,,
5,11:35 AM,9,9.,exit 9,N/A,,
5,11:35 AM,7,:1,mating,3.,tried to run and pin against wall,exited 7 while :1 was on her
5,11:36 AM,10,9.,enter 10,"0., 5., .3, 0:",,
5,11:37 AM,3,1:,enter 3,,,
5,11:37 AM,10,9.,shaking,"0., 5., .3, 0:",,
5,11:39 AM,10,.1,mount,0.,pinned against wall,
5,11:39 AM,7,:1,enter ,,,
5,11:41 AM,10,0.,shaking,,,
5,11:41 AM,10,.8,mount,9.,ran away,
5,11:42 AM,10,.1,mount,.6,N/A,.1 stopped shortly
5,11:42 AM,10,9.,exit 10,,,
5,11:43 AM,12,6.,shaking,N/A,,moved away from :0 a little
5,11:43 AM,10,.6,mount,.1,N/A,.6 stopped shortly
5,11:44 AM,3,1:,shaking,N/A,,
5,11:44 AM,10,0:,shaking,N/A,,
5,12:03 PM,8,.4,mount,0.,ran away,0. was going to enter 8 but ran away
5,12:06 PM,10,1:,enter,,,
5,12:06 PM,10,.3,mount,1:,ran away,
5,12:09 PM,10,.3,mount,.1,N/A,
5,12:10 PM,8,1.,enter ,,,
5,12:10 PM,8,.0,mating,1.,"walked around, ran out of shelter",
5,12:12 PM,8,.2,mount,1. and .0,N/A,Mounted while they were mating
5,12:12 PM,8,.7,mount,1. and .0,N/A,Mounted while they were mating
5,12:13 PM,outside 8,.4,mating,0.,walking around,
5,12:14 PM,outside 8,.7,mount,0.,walking around,Mounted to 0. while .4 was mating with her
5,12:14 PM,outside 8,.7,mating,0.,Entered shelter1,Displaced .4
5,12:17 PM,1,0.,exit 1,,,
5,12:17 PM,9,",4",enter 9,,,
5,12:18 PM,8,.0,Enter 7,,,
5,12:20 PM,10,.1,Mount,.6,N/A,stopped shortly
5,12:27 PM,open,1:,bump,3.,ran away,
5,12:29 PM,10,9.,exit 10,,,
5,12:30 PM,open,0.,bump,3.,ran away,
5,12:31 PM,open,1.,bump,9.,ran away,
5,12:32 PM,open,.9,mount,9.,N/A,stopped shortly
5,12:33 PM,open,9.,bump,3.,ran away,
5,12:33 PM,10,.8,mount,0:,pinned against wall,right side of body pressed firmly to wall
5,12:38 PM,1,.7,enter 1,N/A,,
5,12:38 PM,6,1:,enter 6,N/A,,
5,12:38 PM,2,0.,shaking,N/A,,
5,12:39 PM,6,1:,exit 6,N/A,,
5,12:40 PM,10,.1,mating,0:,walking around,
5,12:43 PM,2,0.,move within shelter,.5,N/A,
5,12:43 PM,2,.5,mount,0.,Ran away and out of shelter,
5,12:43 PM,10,.8,exit shelter,N/A,,
5,12:44 PM,10,.6,mount,:0,curled and pinned against the wall,
5,12:45 PM,open,9.,bump,0.,ran away,
5,12:50 PM,10,0.,enter 10,.3,N/A,
5,1:01 PM,8,.4,enter 8,,,
5,1:01 PM,8,.4,mount,.2,,
5,1:01 PM,8,.2,mount,.4,,
5,1:06 PM,Feeder,1.,Approach feeder,N/A,,Never made it to middle
5,1:06 PM,Feeder,1.,Feeding,,,
5,1:07 PM,10,.6,Mating,0:,Walking around,
5,1:07 PM,10,.1,Mount,"0:, .6",N/A,Tried mounting 0: while .6 was mating with her
5,1:08 PM,Feeder,3.,Attempt feeding,N/A,,
5,1:09 PM,Open,.5,Mount,.9,N/A,Ended shortly
5,1:09 PM,Feeder,1:,Feeding,N/A,,
5,1:10 PM,Feeder,9.,Attempt feeding,N/A,,Ran away 
5,1:12 PM,Open,.8,Mount,.5,N/A,
5,1:13 PM,Feeder,9.,Attempt feeding,,,
5,1:13 PM,Feeder,9.,Bump,1:,Ran away,Both ran away
5,1:15 PM,7,1:,Enter ,N/A,,
5,1:16 PM,Feeder,.4,Feeding,,,
5,1:18 PM,8,1.,Enter,,,
5,1:18 PM,8,.2,Mating,1.,N/A,
5,1:20 PM,Feeder,0:,Feeding,N/A,,
5,1:21 PM,Feeder,9.,Attempt feeding,N/A,,
5,1:22 PM,Outside 11,.1,Mount,.1,N/A,quickly got off
5,1:25 PM,Feeder,9.,Attempt feeding,,,
5,1:34 PM,2,.5,Mount,0:,Run around,
5,1:35 PM,Feeder,3.,Feeding,,,
5,1:36 PM,2,",5",Mount,0:,N/A,
5,1:36 PM,7,.0,Mount,1:,Ran away and out of shelter,
5,1:39 PM,open,.8,Mount,9.,Ran away,
5,1:39 PM,Open,.5,Mating,3.,,
5,1:40 PM,Feeder,.3,Feeding,,,
5,1:40 PM,12,1:,Enter 12,:0,,
5,1:41 PM,Feeder,.5,Attempt feeding,N/A,Ran away before reaching middle,
5,1:43 PM,3,.3,Enter 3,N/A,,
5,1:43 PM,Feeder,7.,Attempt feeding,N/A,,
5,1:46 PM,Feeder,9.,Feeding,N/A,,I accidentally kicked the table and may have prematurely ended this
5,1:46 PM,Mating,0.,,7.,Staying still,I accidentally kicked the table and may have prematurely ended this
5,1:48 PM,Open,.8,Mount,9.,Staying still,Got off quickly
5,1:50 PM,2,.3,Enter,,,
5,1:50 PM,2,.3,Mount,0.,Ran out of shelter,Trying to mate but seems like he's to big to get under her
5,1:52 PM,Outside 11,.7,Mount,.8,N/A,Ended shortly
5,1:56 PM,Outside 7,.5,Mating,9.,Walking around,
5,1:58 PM,Feeder,0.,Feeding,,,
5,2:04 PM,2,.3,Mount,0:,N/A,stopped shortly
5,2:11 PM,Feeder,.8,Approach feeder,,,
5,2:14 PM,2,.3,Mount,0.,Ran away,
5,2:16 PM,2,.3,Mount,0.,Run around,Looks like .3 can't get under her
5,2:20 PM,2,1:,Exit,,,
5,2:20 PM,3,1:,Enter,,,
5,2:20 PM,3,1:,Exit,7.,,Was touched by 7. and ran away
5,2:25 PM,Feeder,7.,Feeding,,,
5,2:29 PM,2,.3,Mount,1:,Ran away and left shelter,
5,2:33 PM,Outside 11,.9,Mount,1:,Ran away,
5,2:34 PM,10,3.,Shaking,,,
5,2:43 PM,Feeder,9.,Attempt feeding,,,
5,3:06 PM,12,.0,Exit 12,N/A,,
5,3:06 PM,11,9.,Exit 11,N/A,,
5,3:08 PM,12,6.,move within shelter,0. and :0,N/A,
5,3:09 PM,1,.0,Enter 1,".7, .4",,
5,3:11 PM,1,.0,Exit 1,N/A,,
5,3:13 PM,6,0:,Enter,N/A,,
5,3:14 PM,7,1:,Enter,7.,,
5,3:15 PM,7,.0,Enter,N/A,,
5,3:15 PM,7,7.,Exit,N/A,,
5,3:16 PM,4,.5,Mount,0:,Ran away and into shelter 5,
5,3:17 PM,3,.3,Exit 3,N/A,,
5,3:17 PM,4,.3,Enter,N/A,,
5,3:18 PM,6,0:,Exit,N/A,,
5,3:18 PM,8,0:,Enter 8,.2,,
5,3:20 PM,9,9.,Enter 9,N/A,,
5,3:20 PM,8,7.,Enter 8,N/A,,
5,3:23 PM,6,2.,Exit 6,N/A,,
5,3:23 PM,4,2.,Enter 4,N/A,,
5,3:27 PM,7,1:,Exit 7,N/A,,
5,3:28 PM,Outside 4,.5,Mount,1:,N/A,
5,3:29 PM,4,2.,Exit 4,N/A,,
5,3:30 PM,4,1:,Exit 4,N/A,,
5,3:31 PM,4,.5,Exit 4,,,
5,3:32 PM,10,.5,Enter 10,,,
5,3:32 PM,10,.9,Mount ,.5,N/A,Ended shortly
5,3:33 PM,5,.8,Exit 5,N/A,,
5,3:33 PM,2,.8,Enter 2,N/A,,
5,3:35 PM,12,.9,Enter 12,":0, 6., 0.",,
5,3:35 PM,12,.9,Mount,:0,N/A,Ended shortly
5,3:37 PM,Outside 12,.9,Mount,1:,Ran away,.9 re-entered 12
5,3:40 PM,8,9.,Enter 8,7.,Left shelter,
5,3:40 PM,3,.3,Enter 3,N/A,,
5,3:44 PM,open,7.,bump,1:,Run around,
5,3:46 PM,10,.9,enter 10,.6,,
5,3:47 PM,9,2.,Enter 9,,,
5,3:48 PM,7,9.,Enter 7,,,
5,3:48 PM,8,0:,enter 8,,,
5,3:48 PM,8,.2,mating,0:,walking around,
5,3:49 PM,11,.1,mating,7.,N/A,
5,4:02 PM,10,.7,mating,7.,N/A,
5,4:04 PM,7,3.,enter 7,,,
5,4:05 PM,4,.3,exit,N/A,,No longer with 1:
5,4:06 PM,3,.3,enter 3,.8,N/A,
5,4:07 PM,7,3.,Exit 7,,,
5,4:07 PM,9,3.,Enter 9,,,
5,4:13 PM,10,.9,Mount,7.,Ran away and out of shelter,
5,4:14 PM,7,7.,enter 7,9.,N/A,
5,4:15 PM,7,7.,Exit 7,N/A,,
5,4:16 PM,7,7.,Enter 7,N/A,,
5,4:16 PM,10,.9,Exit 10,N/A,,
5,4:17 PM,10,.9,Enter 10,.6,,
5,4:18 PM,7,7.,Exit 7,,,
5,4:21 PM,7,7.,Enter 7,9.,,
5,4:23 PM,7,7.,Exit 7,N/A,,
5,4:24 PM,8,7.,Enter 8,,,
5,4:25 PM,8,7.,Exit 8,,,
5,4:25 PM,7,7.,Enter 7,:1,,
5,4:26 PM,7,7.,Exit 7,,,
5,4:28 PM,Outside 2,.3,Mating,0:,Ran away after,
5,4:29 PM,8,7.,Enter 8,.2,,
5,4:30 PM,3,0:,Enter 3,1:,,
5,4:31 PM,4,7.,Enter 4,,,
5,4:31 PM,4,7.,Exit 4,,,
5,4:31 PM,3,0:,Exit 3,,,
5,4:32 PM,3,0:,Enter 3,.8,,
5,4:33 PM,4,7.,Enter 4,,,
5,4:33 PM,4,7.,Exit 4,,,
5,4:35 PM,3,0:,Exit 3,,,
5,4:37 PM,10,0:,Enter 10,.6,,
5,4:37 PM,2,.3,Exit 2,,,
5,4:38 PM,11,.3,Enter 11,".2, 8.",,
5,4:40 PM,6,7.,Enter 6,,,
5,4:41 PM,6,7.,Exit 6,,,
5,4:41 PPM,11,.3,Exit 11,,,
5,4:42 PM,11,.3,Enter 11,"2., 1., 8.",,
5,4:42 PM,2,7.,Enter 2,,,
5,4:44 PM,10,.6,mount,0:,firmly pressed against wall,
6,9:27 AM,11,8.,shaking,N/A,,
6,9:48 AM,7,.0,mating,9.,ran away,".0 stayed on top after, 9. got away after"
6,10:06 AM,7,9.,enter,N/A,,
6,10:07 AM,10,.3,moved within shelter,.1,N/A,
6,10:11 AM,10,.3,moved within shelter,7.,N/A,
6,10:13 AM,10,.3,moved within shelter,.6 and .1,N/A,
6,10:15 AM,7,9.,exit,N/A,,
6,10:15 AM,12,:0,moved within shelter,0.,N/A,:0 moved away from 0.
6,10:18 AM,10,7.,shaking,N/A,,
6,10:20 AM,1,.7,moved within shelter,.4,N/A,.7 stayed on top of .4
6,10:22 AM,12,0.,moved within shelter,6.,6. moved away,
6,10:23 AM,10,.1,mating,7.,7. ran into wall,
6,10:26 AM,10,7.,shaking,N/A,,
6,10:28 AM,9,9.,enter,N/A,,
6,10:30 AM,9,9.,exit,N/A,,
6,10:31 AM,10,.1,mount,7.,N/A,
6,10:32 AM,10,.1,mount,.3,N/A,
6,10:32 AM,9,9.,exit,N/A,,
6,10:36 AM,10,7.,moved within shelter and bumped,.1,N/A,7. bumped into .1 but moved to be isolated
6,10:37 AM,10,7.,shaking,N/A,,
6,10:39 AM,9,9.,enter,N/A,,
6,10:40 AM,9,9.,shaking,N/A,,
6,10:41 AM,9,9.,exit,N/A,,
6,10:41 AM,11,.9,mount,2. and 8.,2. ran away. 8. pushed their back into wall,
6,10:45 AM,11,.9,mount,8.,N/A,
6,10:46 AM,11,.9,mating,8.,N/A,"8. bumped .9 before .9 jumped on, .9 rearranged  a few times and stayed on"
6,10:49 AM,11,.9,mount,8.,8. pushed back into the wall,
6,11:06 AM,11,2.,shaking,N/A,,
6,11:12 AM,3,1:,shaking,N/A,,
6,11:21 AM,11,8.,move within 11,.9,N/A,
6,11:22 AM,11,.9,mount,8.,N/A,.9 stopped shortly
6,11:25 AM,3,1:,exit 3,,,
6,11:25 AM,2,1:,enter 2,,,
6,11:27 AM,11,8.,move within 11,2.,N/A,No longer with .9
6,11:31 AM,10,.3,mount,.1,N/A,
6,11:32 AM,10,.6,mount,.1,N/A,
6,11:36 AM,12,:0,move within 11,0. and 6.,N/A,no longer with .8
6,11:39 AM,12,:0,mount,6.,N/A,stopped quickly
6,11:40 AM,12,.8,mount,:0,shaking a bit,
6,11:41 AM,10,.3,mount,.1,N/A,
6,11:42 AM,7,3.,move within 7,:1,N/A,
6,12:16 PM,10,.6,mount,.6,N/A,
6,12:17 PM,8,9.,enter 8,.2,mount,
6,12:18 PM,8,.2,mating,9.,N/A,
6,12:19 PM,8,9.,exit 8,N/A,,
6,12:20 PM,12,6.,shaking,N/A,,moved away from .8 a litte
6,12:22 PM,3,1:,shaking,N/A,,
6,12:22 PM,10,.1,move within 10,N/A,,no longer with big group
6,12:23 PM,7,9.,enter 7,N/A,,
6,12:23 PM,7,:1,mount,9.,ran away,
6,12:24 PM,7,.0,mount,9.,ran away,
6,12:25 PM,2,1:,exit,N/A,,
6,12:28 PM,9,1:,enter,N/A,,
6,12:30 PM,9,1:,exit,N/A,,
6,12:34 PM,1,1:,enter,.7,,
6,12:34 PM,1,.7,mount,1:,Ran away and left shelter 1,
6,12:37 PM,12,.8,mount,6.,Tried to run away,Looked like mating but .8 got off after around 10 seconds
6,12:37 PM,12,:0,mount,6.,N/A,tried to mount 6. while .8 was mounting her
6,12:40 PM,12,.8,mount,6.,pinned against wall,
6,12:41 PM,12,1:,exit,N/A,,
6,12:42 PM,outside 10,.1,mating,1:,walking around,
6,12:42 PM,outside 10,.5,mount,1:,N/A,trying to mount multiple times while .1 and 1: are mating
6,12:43 PM,outside 10,.5,mount,1:,N/A,
6,12:43 PM,7,1:,enter ,N/A,,
6,12:45 PM,10,.5,mating,7.,N/A,
6,12:45 PM,10,.3,mount,7.,N/A,trying to mount while .5 was mating with 7.
6,12:45 PM,10,.3,mount,.5,N/A,looked very aggressive (curled abdomen under etc)
6,12:47 PM,10,.6,mount,7.,pinned against wall,
6,12:47 PM,10,.6,mount,.3,N/A,
6,12:47 PM,11,.1,enter,N/A,,
6,12:48 PM,12,6.,exit,N/A,,
6,12:50 PM,8,.2,mating,1:,N/A,
6,1:04 PM,10,.3,mount,.5,N/A,
6,1:05 PM,10,.6,mount,.3,N/A,
6,1:13 PM,8,9.,enter,N/A,,
6,1:15 PM,12,0.,exit,N/A,,
6,1:17 PM,12,0.,enter,N/A,,
6,1:21 PM,8,9.,exit,,,
6,1:22 PM,2,9.,enter,,,
6,1:25 PM,11,.9,move within shelter,.1 and 8.,N/A,
6,1:27 PM,open,1:,bump,6.,ran away,
6,1:32 PM,2,9.,exit,,,
6,1:32 PM,10,9.,enter,".6, 5., 0:, 1.",,joined big group
6,1:33 PM,10,.6,mating,9.,N/A,
6,1:37 PM,10,1:,enter,N/A,,Not with big group
6,1:37 PM,10,.3,mount,9.,N/A,Looked like mating but less than 30 seconds
6,1:39 PM,10,9.,move within shelter,N/A,,Left big group
6,1:41 PM,10,6.,Enter,,,
6,1:41 PM,10,.5,move within shelter,N/A,,Moved away from big group
6,1:42 PM,10,9.,exit 10,,,
6,1:43 PM,10,6.,Exit,,,
6,1:46 PM,open,9.,bump,6.,ran away,
6,1:46 PM,12,6.,enter,.8,,
6,1:47 PM,12,.8,mount,6.,ran away and joined :0,
6,1:48 PM,10,.3,mount,1:,ran away from bit group,
6,1:48 PM,10,.3,mount,.5,N/A,
6,1:49 PM,10,.3,mount,.5,N/A,
6,2:05 PM,4,1:,exit 4,N/A,,
6,2:05 PM,7,.0,move within 7,"3., :1",N/A,
6,2:07 PM,open,1:,bump,9.,N/A,
6,2:08 PM,12,6.,Exit,,,
6,2:10 PM,11,.1,exit,,,
6,2:11 PM,outside 10,.1,mount ,.5,mount back,
6,2:11 PM,10,.1,enter,N/A,,
6,2:11 PM,10,.6,mount,.1,N/A,
6,2:11 PM,10,1:,enter 10,lots,N/A,joined big group
6,2:12 PM,1,0.,enter,N/A,N/A,
6,2:12 PM,1,.7,mating,0.,N/A,
6,2:12 PM,1,.4,mount,0.,N/A,mounting 0. while .7 was mating with her
6,2:15 PM,10,.5,exit 10,,,
6,2:20 PM,outside 10,.1,mount,6.,ran away,
6,2:20 PM,outside 10,.5,mount,6.,ran away,mounting .1 who was on 6.
6,2:23 PM,1,.4,mating,0.,walking around,
6,2:24 PM,2,9.,enter 2,N/A,,
6,2:26 PM,8,6.,enter 8,N/A,,
6,2:26 PM,10,.5,mount,.1,N/A,stopped quickly
6,2:29 PM,1,0.,shaking,N/A,N/A,
6,2:35 PM,1,0.,Exit,N/A,,
6,2:36 PM,8,6.,exit 8,,,
6,2:37 PM,5,0.,Enter 5,,,
6,2:37 PM,9,6.,Enter 9,,,
6,2:38 PM,9,6.,Enter 9,,,
6,2:40 PM,10,.1,move within 10,lots,,Joined big group
6,2:41 PM,9,6.,Exit 9,,,
6,2:41 PM,11,6.,Enter 11,.9 and 8.,N/A,
6,2:43 PM,11,.9,Mount,6.,pressed against wall,
6,2:45 PM,5,0.,Exit,,,
6,2:45 PM,4,0.,Enter,,,
6,2:46 PM,4,0.,Exit 4,,,
6,2:49 PM,7,.0,move within shelter,":1, 3.",N/A,
6,3:06 PM,8,9.,Exit 8,,,
6,3:07 PM,7,8.,Enter 7,"3., .0, :1",N/A,
6,3:11 PM,2,0.,Enter 2,,,
6,3:13 PM,11,8.,Enter 11,,,
6,3:15 PM,2,0.,shaking,,,
6,3:17 PM,11,6.,move within shelter,2.,N/A,
6,3:21 PM,11,.9,mount,6.,N/A,Looked like he was going to mate and then just stopped?
6,3:25 PM,11,6.,Exit,,,
6,3:25 PM,10,6.,Enter ,lots,,Joined big group
6,3:26 PM,10,.3,Mount,6.,N/A,
6,3:32 PM,10,.3,Mount,.6,N/A,
6,3:35 PM,1,.4,Move within shelter,.7,N/A,
6,3:36 PM,10,.3,move within shelter,N/A,N/A,No longer with the big group
6,3:48 PM,10,.6,mount,.1,N/A,ended shortly
6,3:49 PM,10,.3,mount,.1,N/A,ended shortly
6,4:18 PM,11,.9,Exit,N/A,,
6,4:18 PM,10,.1,Mount,.6,,
6,4:18 PM,11,.9,Enter,N/A,,
6,4:30 PM,7,9.,Exit,N/A,,
6,4:31 PM,1,9.,Enter 1,".4, .7",,
6,4:34 PM,1,9.,Move within 1,N/A,,
6,4:39 PM,1,.4,Move within 1,9.,,
6,4:48 PM,1,.4,Mount,9.,Run away ,
6,4:49 PM,1,9.,Move within 1,N/A,,
